sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
225100,https://sofifa.com/player/225100/joe-gomez/16/158127,J. Gomez,Joe Gomez,18,1997-05-23,185,77,England,Liverpool,67,81,1200000,8000,"LB, CB, RB",Right,1,3,2,Medium/Medium,Lean,No,,,SUB,12.0,,2015-06-20,2020.0,,,80.0,30.0,53.0,65.0,67.0,69.0,,,,,,,,57+11,26+1,66+10,65+23,24+1,65+10,41+1,29+1,53+22,65+23,79+9,80+5,64,65+9,70,41+1,64+12,67+9,76+2,26+1,56+6,62+6,51+1,39+1,26+1,,67+10,71+11,69+9,8+1,13+1,14+1,7+1,7+1,54+0,54+0,54+0,58+0,56+0,56+0,56+0,58+0,56+0,56+0,56+0,60+0,57+0,57+0,57+0,60+0,66+0,64+0,64+0,64+0,66+0,67+0,67+0,67+0,67+0,67+0
210377,https://sofifa.com/player/210377/joao-carlos-vilaca-teixeira/16/158127,Teixeira,João Carlos Vilaça Teixeira,22,1993-01-18,177,76,Portugal,Liverpool,67,76,1100000,15000,CAM,Right,1,3,3,High/Medium,Lean,No,,,RES,52.0,,2012-02-01,2016.0,,,72.0,63.0,65.0,71.0,33.0,55.0,,,,,,,"Avoids Using Weaker Foot, Flair, Playmaker (CPU AI Only)",60+1,65+1,38+1,67+1,42+1,70+1,65+1,60+1,61+1,72+1,76,68-2,75,50+1,80,65+1,54-1,63,56+6,62+1,42+1,28+1,63+1,69+1,57+4,,33+1,34+1,31+1,14+1,16+1,14+1,15+1,16+1,62+0,62+0,62+0,67+0,66+0,66+0,66+0,67+0,67+0,67+0,67+0,66+0,62+0,62+0,62+0,66+0,52+0,50+0,50+0,50+0,52+0,48+0,41+0,41+0,41+0,48+0
221358,https://sofifa.com/player/221358/jordan-rossiter/16/158127,J. Rossiter,Jordan Rossiter,18,1997-03-24,172,68,England,Liverpool,61,77,425000,4000,CM,Right,1,4,2,Medium/Medium,Lean,No,,,RES,46.0,,2015-07-01,2018.0,,,63.0,47.0,60.0,58.0,58.0,53.0,,,,,,,,46+1,37+1,60+1,72+1,39+1,55+1,48+1,45+1,70+1,60+1,66,60-4,61,63+1,71,65+1,59,55,46+2,47+1,66+1,61+1,59+1,51+1,53+1,,43+1,66+1,66+1,6+1,7+1,11+1,13+1,9+1,55+0,55+0,55+0,56+0,57+0,57+0,57+0,56+0,59+0,59+0,59+0,58+0,61+0,61+0,61+0,58+0,59+0,62+0,62+0,62+0,59+0,60+0,59+0,59+0,59+0,60+0
220940,https://sofifa.com/player/220940/cameron-brannagan/16/158127,C. Brannagan,Cameron Brannagan,19,1996-05-09,180,71,England,Liverpool,60,76,375000,4000,"CAM, CM, RW",Right,1,3,2,High/Medium,Normal,No,,,RES,32.0,,2013-11-18,2016.0,,,68.0,46.0,62.0,61.0,44.0,53.0,,,,,,,,47+1,45+1,48+1,68+1,52+1,59+1,55+1,50+1,66+1,61+1,67,69-3,69,53+1,67,53+1,56,48,56+6,40+1,49+1,28+1,45+1,69+1,53+1,,44+1,47+1,61+1,12+1,7+1,8+1,8+1,12+1,53+0,53+0,53+0,57+0,57+0,57+0,57+0,57+0,60+0,60+0,60+0,58+0,58+0,58+0,58+0,58+0,52+0,53+0,53+0,53+0,52+0,52+0,49+0,49+0,49+0,52+0
176635,https://sofifa.com/player/176635/mesut-ozil/16/158127,M. Özil,Mesut Özil,26,1988-10-15,183,76,Germany,Arsenal,87,88,52500000,230000,"CAM, LW",Left,4,2,4,Medium/Low,Lean,Yes,,#Playmaker  ,CAM,11.0,,2013-09-02,2018.0,LM,8.0,72.0,74.0,85.0,86.0,24.0,57.0,,,,,,,"Finesse Shot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",80,74,54,87,77,86,84,79,80,90,77,68-3,84,87,70-6,70,52-1,64,56+1,75,54,24,83+2,92,76,,22,16-9,19-6,6,14,10,6,14,76+2,76+2,76+2,83+2,82+2,82+2,82+2,83+2,85+2,85+2,85+2,82+2,78+2,78+2,78+2,82+2,57+2,56+2,56+2,56+2,57+2,52+2,41+2,41+2,41+2,52+2
184941,https://sofifa.com/player/184941/alexis-sanchez/16/158127,A. Sánchez,Alexis Alejandro Sánchez Sánchez,26,1988-12-19,169,62,Chile,Arsenal,86,88,47000000,230000,"LW, RW",Right,4,3,4,High/High,Normal,Yes,,"#Dribbler, #Engine, #Acrobat",LW,17.0,,2014-07-10,2019.0,RS,7.0,87.0,83.0,78.0,88.0,39.0,73.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",76,85,60,80,78,88,78,77,73,87,89-1,85,91,84,87,82,72,86,64,80,80+4,42,85+2,78,77+4,,30,39,35,10,10,15,12,13,81+2,81+2,81+2,84+2,84+2,84+2,84+2,84+2,83+2,83+2,83+2,83+2,78+2,78+2,78+2,83+2,66+2,63+2,63+2,63+2,66+2,62+2,53+2,53+2,53+2,62+2
48940,https://sofifa.com/player/48940/petr-cech/16/158127,P. Čech,Petr Čech,33,1982-05-20,196,90,Czech Republic,Arsenal,85,85,24000000,140000,GK,Left,4,3,1,Medium/Medium,Normal,Yes,,,GK,33.0,,2015-06-29,2019.0,GK,1.0,,,,,,,83.0,84.0,73.0,84.0,49.0,83.0,"Puncher, GK Long Throw, Team Player",19-6,12-13,19-6,35,17-8,12-13,13-12,19-6,33,22-10,45,52,49,86,34-16,21,51+13,32,65,11-14,17-8,23,13-12,17-8,23-20,,11-14,13-12,12-13,83,84,73,83,84,,,,,,,,,,,,,,,,,,,,,,,,,,
146562,https://sofifa.com/player/146562/santiago-cazorla-gonzalez/16/158127,Santi Cazorla,Santiago Cazorla González,30,1984-12-13,168,66,Spain,Arsenal,85,85,31000000,160000,"CAM, CM, LM",Right,3,5,4,Medium/Medium,Stocky,Yes,,"#Dribbler, #Crosser, #Acrobat",LCM,19.0,,2012-08-07,2017.0,SUB,20.0,73.0,78.0,85.0,87.0,57.0,64.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",87+4,77,53,86,67,87,86,78,84,86,79,68,86,85,91,78,71,72+7,60,82,60+3,55,82,85,80,,56+2,62,48,6,9,5,7,15,77+1,77+1,77+1,83+1,82+1,82+1,82+1,83+1,84+1,84+1,84+1,83+1,81+1,81+1,81+1,83+1,71+1,71+1,71+1,71+1,71+1,68+1,61+1,61+1,61+1,68+1
53612,https://sofifa.com/player/53612/per-mertesacker/16/158127,P. Mertesacker,Per Mertesacker,30,1984-09-29,198,90,Germany,Arsenal,83,83,17000000,140000,CB,Right,3,3,2,Medium/Medium,Normal,Yes,,"#Aerial Threat, #Tackling , #Tactician , #Strength, #Complete Defender",SUB,4.0,,2011-08-31,2017.0,,,31.0,41.0,57.0,48.0,88.0,75.0,,,,,,,"Injury Free, Leadership, Power Header",38,36,87-1,71,30,39,39,45,58,65,29,33,29,84,28,71,33,64,88,25,69,88+2,43,58,42,,88+1,88+1,86+2,12,13,5,12,8,56+1,56+1,56+1,48+1,53+1,53+1,53+1,48+1,53+1,53+1,53+1,52+1,63+1,63+1,63+1,52+1,68+1,76+1,76+1,76+1,68+1,71+1,82+1,82+1,82+1,71+1
165229,https://sofifa.com/player/165229/laurent-koscielny/16/158127,L. Koscielny,Laurent Koscielny,29,1985-09-10,186,75,France,Arsenal,83,83,17500000,140000,CB,Right,3,3,2,Medium/High,Lean,Yes,,#Tackling ,LCB,6.0,,2010-07-07,2019.0,LCB,21.0,78.0,40.0,62.0,65.0,84.0,75.0,,,,,,,Power Header,54,32,81,75,35,62,22,49,67,67,79,78-4,70,78,62,54,86,73,71,47,87+1,84+1,31,56,51,,83+2,87+2,85+2,13,11,9,11,7,57+1,57+1,57+1,60+1,59+1,59+1,59+1,60+1,61+1,61+1,61+1,63+1,66+1,66+1,66+1,63+1,75+1,77+1,77+1,77+1,75+1,78+1,82+1,82+1,82+1,78+1
186561,https://sofifa.com/player/186561/aaron-ramsey/16/158127,A. Ramsey,Aaron Ramsey,24,1990-12-26,177,70,Wales,Arsenal,82,86,26000000,130000,"CM, RW, CDM",Right,3,3,3,High/High,Lean,Yes,,#Engine,RW,16.0,,2008-06-13,2019.0,CM,10.0,69.0,78.0,79.0,80.0,68.0,76.0,,,,,,,Long Shot Taker (CPU AI Only),74,75,58,84,81,81,64,70,82,82,71-2,68-1,74,81,75,81,63,93,69+1,78,75,67-5,84,81,76,,65,75,65,6,11,5,10,8,77+1,77+1,77+1,79+1,79+1,79+1,79+1,79+1,80+1,80+1,80+1,80+1,81+1,81+1,81+1,80+1,76+1,77+1,77+1,77+1,76+1,73+1,70+1,70+1,70+1,73+1
189461,https://sofifa.com/player/189461/jack-wilshere/16/158127,J. Wilshere,Jack Wilshere,23,1992-01-01,172,68,England,Arsenal,81,84,21000000,100000,"CM, CDM",Left,3,2,3,Medium/Medium,Normal,Yes,,,SUB,10.0,,2009-01-05,2018.0,,,76.0,69.0,81.0,84.0,62.0,73.0,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Technical Dribbler (CPU AI Only)",73,64,58,84,64,84,80,72,83,84,79+2,74-1,83,80,87,75,67,82,66,73,83,61,80,85,65,,61,63,65,6,15,15,9,11,74+1,74+1,74+1,79+1,79+1,79+1,79+1,79+1,81+1,81+1,81+1,80+1,80+1,80+1,80+1,80+1,73+1,74+1,74+1,74+1,73+1,71+1,67+1,67+1,67+1,71+1
164859,https://sofifa.com/player/164859/theo-walcott/16/158127,T. Walcott,Theo  Walcott,26,1989-03-16,176,68,England,Arsenal,81,83,19500000,110000,"RM, ST",Right,3,3,3,High/Low,Lean,Yes,,#Speedster,ST,14.0,,2006-01-20,2019.0,SUB,14.0,96.0,77.0,74.0,81.0,33.0,63.0,,,,,,,"Injury Prone, Beat Offside Trap, Finesse Shot, Speed Dribbler (CPU AI Only)",78,82,53,77,71,81,72,73,65,80,95-2,96,83,80,80,76,59,75,59,67,61,31,79,74,73+6,,27,33,36,11,8,9,9,8,77+1,77+1,77+1,81+1,80+1,80+1,80+1,81+1,79+1,79+1,79+1,80+1,71+1,71+1,71+1,80+1,62+1,56+1,56+1,56+1,62+1,59+1,47+1,47+1,47+1,59+1
45119,https://sofifa.com/player/45119/mikel-arteta-amatriain/16/158127,Mikel Arteta,Mikel Arteta Amatriain,33,1982-03-26,175,64,Spain,Arsenal,81,81,10500000,80000,"CM, CDM",Right,3,4,3,Medium/Medium,Normal,Yes,,,SUB,8.0,,2011-08-31,2016.0,,,43.0,73.0,82.0,78.0,73.0,65.0,,,,,,,Injury Prone,80+1,68+1,70+1,83-4,77+1,76+1,83+1,79+1,84-1,84+1,46,41,66,82+1,78-5,79+1,65,67,61,76+1,71-2,78-5,74+1,81+1,86+1,,71+1,73+1,71+1,15+1,14+1,14+1,11+1,12+1,72+1,72+1,72+1,73+1,74+1,74+1,74+1,73+1,76+1,76+1,76+1,74+1,80+1,80+1,80+1,74+1,73+1,77+1,77+1,77+1,73+1,72+1,72+1,72+1,72+1,72+1
178509,https://sofifa.com/player/178509/olivier-giroud/16/158127,O. Giroud,Olivier Giroud,28,1986-09-30,192,88,France,Arsenal,81,81,17000000,120000,ST,Left,3,3,2,Medium/Medium,Normal,Yes,,#Strength,SUB,12.0,,2012-06-26,2018.0,SUB,9.0,63.0,82.0,69.0,71.0,38.0,83.0,,,,,,,,63,83+3,85,76,81+1,69+1,70,65,56,82+6,61,64+1,58,83+2,45,84,78+2,79,88,76+1,76,41,84,75,81,,26,37,20,12,15,11,6,5,80+1,80+1,80+1,74+1,78+1,78+1,78+1,74+1,75+1,75+1,75+1,73+1,71+1,71+1,71+1,73+1,57+1,59+1,59+1,59+1,57+1,54+1,55+1,55+1,55+1,54+1
186115,https://sofifa.com/player/186115/kieran-gibbs/16/158127,K. Gibbs,Kieran  Gibbs,25,1989-09-26,178,70,England,Arsenal,80,82,14000000,90000,LB,Left,2,2,3,High/Medium,Lean,Yes,,,SUB,3.0,,2007-09-10,2018.0,LB,3.0,81.0,57.0,72.0,77.0,80.0,72.0,,,,,,,"Injury Prone, Avoids Using Weaker Foot",76+1,47+1,68+1,78+1,47+1,78+1,64+1,52+1,65+1,76+1,79,83-1,73,81+1,74,72+1,70+1,77,69+1,65+1,72+1,79,65+1,69+1,63+1,,80+4,84+3,85+4,6+1,11+1,8+1,9+1,15+1,68+0,68+0,68+0,73+0,71+0,71+0,71+0,73+0,72+0,72+0,72+0,74+0,73+0,73+0,73+0,74+0,80+0,77+0,77+0,77+0,80+0,80+0,78+0,78+0,78+0,80+0
8473,https://sofifa.com/player/8473/tomas-rosicky/16/158127,T. Rosický,Tomáš  Rosický,34,1980-10-04,178,65,Czech Republic,Arsenal,80,80,7500000,80000,"CAM, RM",Right,2,3,3,High/High,Lean,Yes,,,SUB,7.0,,2006-05-23,2016.0,,,72.0,70.0,81.0,83.0,43.0,64.0,,,,,,,"Injury Prone, Dives Into Tackles (CPU AI Only), Technical Dribbler (CPU AI Only)",77,65,46,83,71,84,81,70,80,85,75,70-3,78-2,77,73-12,76,58,68,59,70,74,49,79,83,74,,32,45,56,14,11,6,11,13,72+0,72+0,72+0,78+0,78+0,78+0,78+0,78+0,80+0,80+0,80+0,79+0,77+0,77+0,77+0,79+0,66+0,65+0,65+0,65+0,66+0,62+0,54+0,54+0,54+0,62+0
158626,https://sofifa.com/player/158626/mathieu-debuchy/16/158127,M. Debuchy,Mathieu Debuchy,29,1985-07-28,177,76,France,Arsenal,80,80,10500000,100000,RB,Right,3,3,3,High/Medium,Normal,Yes,,,SUB,2.0,,2014-07-17,2017.0,SUB,2.0,75.0,65.0,73.0,74.0,80.0,78.0,,,,,,,,80,59,75,77,62,72,74,61,73,75,77,73-2,77,76,74,74,81+1,89,71+1,68,80,76-2,67,64,66,,80+3,83+2,82+3,8,9,7,15,10,70+1,70+1,70+1,72+1,71+1,71+1,71+1,72+1,71+1,71+1,71+1,74+1,74+1,74+1,74+1,74+1,79+1,78+1,78+1,78+1,79+1,79+1,78+1,78+1,78+1,79+1
177604,https://sofifa.com/player/177604/ignacio-monreal-eraso/16/158127,Nacho Monreal,Ignacio Monreal Eraso,29,1986-02-26,178,72,Spain,Arsenal,80,80,10500000,90000,"LB, CB",Left,2,2,2,Medium/High,Normal,Yes,,,LB,18.0,,2013-01-31,2017.0,,,77.0,53.0,72.0,75.0,81.0,72.0,,,,,,,Avoids Using Weaker Foot,81+2,39+1,62+1,77+1,56+1,74+2,74+1,59+1,61+1,77+1,79,75-2,75,79+3,67,71+1,75,85,65,61+1,74+3,82+3,61+6,66+1,61+1,,83+6,84+5,82+5,7+1,5+1,9+1,3+1,5+1,64+0,64+0,64+0,70+0,68+0,68+0,68+0,70+0,70+0,70+0,70+0,72+0,72+0,72+0,72+0,72+0,80+0,77+0,77+0,77+0,80+0,80+0,77+0,77+0,77+0,80+0
198784,https://sofifa.com/player/198784/alex-oxlade-chamberlain/16/158127,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,21,1993-08-15,175,70,England,Arsenal,79,85,14000000,90000,"RM, RW",Right,2,4,4,High/Medium,Normal,Yes,,#Dribbler,SUB,15.0,,2011-08-08,2018.0,RM,7.0,89.0,72.0,73.0,84.0,42.0,70.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",73+1,70+1,34+1,77+1,59+1,86+1,67+1,53+1,73+1,83+1,89,89,84,75+1,88,75+1,65,75,69+1,77+1,66+1,41+1,74+1,71+1,69+1,,37+1,48+1,44+1,16+1,9+1,6+1,9+1,9+1,72+0,72+0,72+0,79+0,78+0,78+0,78+0,79+0,78+0,78+0,78+0,79+0,73+0,73+0,73+0,79+0,65+0,62+0,62+0,62+0,65+0,61+0,53+0,53+0,53+0,61+0
186146,https://sofifa.com/player/186146/danny-welbeck/16/158127,D. Welbeck,Daniel Nii Tackie Mensah Welbeck,24,1990-11-26,185,73,England,Arsenal,79,84,14000000,100000,"ST, LM",Right,2,3,3,High/High,Lean,Yes,,,SUB,23.0,,2014-09-01,2019.0,,,85.0,76.0,72.0,80.0,34.0,78.0,,,,,,,"Diver, Speed Dribbler (CPU AI Only), Chip Shot (CPU AI Only)",69+1,77+1,80+1,83+1,76+1,81+1,61+1,62+1,64+1,79+1,86,84-1,85,78+1,64-11,77+1,84,84,75,75+1,77+18,22+1,82+1,69+1,70-7,,23+1,38+1,33+1,9+1,10+1,6+1,12+1,16+1,79+0,79+0,79+0,79+0,79+0,79+0,79+0,79+0,78+0,78+0,78+0,78+0,72+0,72+0,72+0,78+0,60+0,57+0,57+0,57+0,60+0,57+0,52+0,52+0,52+0,57+0
189271,https://sofifa.com/player/189271/francis-coquelin/16/158127,F. Coquelin,Francis Coquelin,24,1991-05-13,178,74,France,Arsenal,78,84,10000000,80000,"CDM, CM",Right,2,3,3,Medium/High,Normal,Yes,,,RCM,34.0,,2008-09-23,2019.0,,,70.0,54.0,70.0,76.0,75.0,78.0,,,,,,,,60+1,45+1,50+1,78+1,43+1,74+2,55+1,41+1,72+1,78+1,69-2,70-3,76,76+3,83+1,71+1,70+1,79,74,59+1,88+4,84+6,64+1,73+1,52+1,,72+1,80+3,77+3,9+1,9+1,8+1,10+1,15+1,64+0,64+0,64+0,69+0,69+0,69+0,69+0,69+0,71+0,71+0,71+0,71+0,74+0,74+0,74+0,71+0,75+0,78+0,78+0,78+0,75+0,74+0,75+0,75+0,75+0,74+0
201305,https://sofifa.com/player/201305/gabriel-armando-de-abreu/16/158127,Gabriel,Gabriel Armando de Abreu,24,1990-11-22,187,72,Brazil,Arsenal,78,83,9500000,80000,CB,Right,1,2,2,Low/High,Lean,No,,,RCB,5.0,,2015-01-28,2020.0,,,70.0,54.0,65.0,64.0,82.0,76.0,,,,,,,Dives Into Tackles (CPU AI Only),67+1,51+1,73+1,69+1,48+1,60+1,55+1,46+1,69+1,65+1,68,72-2,69,78+1,71,61+1,75,74,77,57+1,74+1,80-1,51+1,61+1,51+1,,83+3,86+3,80+3,15+1,6+1,15+1,15+1,7+1,62+0,62+0,62+0,63+0,62+0,62+0,62+0,63+0,63+0,63+0,63+0,65+0,67+0,67+0,67+0,65+0,74+0,75+0,75+0,75+0,74+0,76+0,78+0,78+0,78+0,76+0
176550,https://sofifa.com/player/176550/david-ospina/16/158127,D. Ospina,David Ospina Ramírez,26,1988-08-31,183,79,Colombia,Arsenal,78,81,8500000,90000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,,,SUB,13.0,,2014-07-27,2018.0,GK,1.0,,,,,,,83.0,71.0,78.0,84.0,34.0,77.0,Puncher,11-14,10-15,15-10,36+1,12-13,12-13,10-15,13-12,32+1,32+1,34,34,44,70+1,50,35+1,75,29,38,12-13,20-5,25+1,16-9,40+15,26+1,,10-15,13-12,12-13,83+1,71+1,78+1,77+1,84+1,,,,,,,,,,,,,,,,,,,,,,,,,,
204713,https://sofifa.com/player/204713/joel-campbell/16/158127,J. Campbell,Joel Nathaniel Campbell Samuels,23,1992-02-10,178,72,Costa Rica,Arsenal,76,84,7500000,80000,"RM, ST, CAM",Left,1,2,4,High/Medium,Normal,Yes,,,SUB,28.0,,2011-08-19,2019.0,,,88.0,72.0,72.0,78.0,38.0,73.0,,,,,,,"Power Free-Kick, Long Shot Taker (CPU AI Only)",77+1,65+1,52+1,75+1,64+1,79+1,67+1,69+1,68+1,76+1,89-1,87,85,72+1,75,84+1,85,73,75,74+1,64+1,45+1,75+1,68+1,75+1,,38+1,32+1,24+1,8+1,15+1,14+1,15+1,14+1,73+0,73+0,73+0,76+0,75+0,75+0,75+0,76+0,75+0,75+0,75+0,76+0,69+0,69+0,69+0,76+0,61+0,58+0,58+0,58+0,61+0,57+0,51+0,51+0,51+0,57+0
156722,https://sofifa.com/player/156722/mathieu-flamini/16/158127,M. Flamini,Mathieu Flamini,31,1984-03-07,178,67,France,Arsenal,76,76,3400000,80000,"CDM, CM",Right,2,3,2,Medium/High,Lean,Yes,,,RES,20.0,,2013-08-29,2016.0,,,67.0,65.0,71.0,71.0,77.0,77.0,,,,,,,Dives Into Tackles (CPU AI Only),70+1,58+1,70+1,76+1,71+1,70+1,65+1,56+1,71+1,75+1,68,67,63-7,74+1,72-10,78+1,70+1,81,73,66+1,83-1,77+2,69+1,68+1,61+1,,78+1,79+1,77+1,7+1,12+1,6+1,6+1,7+1,69+0,69+0,69+0,69+0,70+0,70+0,70+0,69+0,70+0,70+0,70+0,71+0,73+0,73+0,73+0,71+0,75+0,76+0,76+0,76+0,75+0,75+0,76+0,76+0,76+0,75+0
203747,https://sofifa.com/player/203747/hector-bellerin-moruno/16/158127,Héctor Bellerín,Héctor Bellerín Moruno,20,1995-03-19,177,74,Spain,Arsenal,74,84,4700000,45000,RB,Right,1,3,3,Medium/Medium,Normal,Yes,,#Speedster,RB,24.0,,2012-07-01,2017.0,,,91.0,51.0,65.0,74.0,72.0,66.0,,,,,,,,70+2,52+1,59+1,72+4,41+1,74+3,63+1,50+1,59+4,71+3,89,92,84,67+1,77,52+1,62,73,61,43+1,72+8,73+5,61+1,55+1,62+1,,72+7,74+5,73+7,8+1,14+1,14+1,13+1,12+1,63+0,63+0,63+0,69+0,66+0,66+0,66+0,69+0,67+0,67+0,67+0,70+0,66+0,66+0,66+0,70+0,74+0,70+0,70+0,70+0,74+0,74+0,70+0,70+0,70+0,74+0
205989,https://sofifa.com/player/205989/calum-chambers/16/158127,C. Chambers,Calum Chambers,20,1995-01-20,183,66,England,Arsenal,72,82,3000000,30000,RB,Right,1,3,2,Medium/Medium,Lean,Yes,,,SUB,21.0,,2014-07-28,2019.0,,,66.0,51.0,66.0,71.0,74.0,73.0,,,,,,,,70+1,47+1,65+1,73+1,49+1,71+1,59+1,49+1,65+1,75+1,64,68-3,66,65+1,61,52+1,67,73,70+1,56+1,83-1,68-3,54+1,54+1,54+1,,75+4,79+3,77+4,11+1,14+1,12+1,7+1,12+1,61+0,61+0,61+0,65+0,63+0,63+0,63+0,65+0,64+0,64+0,64+0,66+0,67+0,67+0,67+0,66+0,72+0,72+0,72+0,72+0,72+0,72+0,73+0,73+0,73+0,72+0
228509,https://sofifa.com/player/228509/jeff-reine-adelaide/16/158127,J. Reine-Adelaïde,Jeff Reine-Adelaïde,17,1998-01-17,184,75,France,Arsenal,62,77,550000,4000,CAM,Right,1,3,3,Medium/Medium,Lean,No,,,RES,54.0,,2015-07-01,2021.0,,,79.0,48.0,57.0,67.0,44.0,54.0,,,,,,,,41+1,41+1,54+1,68+1,46+1,72+15,46+1,43+1,62+1,56+5,83+22,75+9,79+24,57+1,59,63+1,64,54,57,46+1,45-19,47+1,59+1,58+13,53+1,,41+1,41-2,42-5,10+1,15+1,11+1,16+1,8+1,58+0,58+0,58+0,61+0,61+0,61+0,61+0,61+0,62+0,62+0,62+0,61+0,58+0,58+0,58+0,61+0,53+0,53+0,53+0,53+0,53+0,52+0,49+0,49+0,49+0,52+0
224763,https://sofifa.com/player/224763/krystian-bielik/16/158127,K. Bielik,Krystian Bielik,17,1998-01-04,189,78,Poland,Arsenal,61,78,400000,4000,CDM,Right,1,3,3,Medium/Medium,Lean,No,,,RES,37.0,,2015-01-21,2021.0,,,56.0,43.0,60.0,63.0,56.0,64.0,,,,,,,,49+1,33+1,55+1,67+1,46+1,65+1,48+1,43+1,63+1,66+1,55-5,56-5,58,56+1,45,57+1,52-1,45,71,47+1,71+1,61+1,56+1,66+1,42+1,,53+1,57+1,56+1,15+1,7+1,12+1,8+1,8+1,54+0,54+0,54+0,57+0,58+0,58+0,58+0,57+0,60+0,60+0,60+0,58+0,61+0,61+0,61+0,58+0,57+0,61+0,61+0,61+0,57+0,56+0,60+0,60+0,60+0,56+0
224129,https://sofifa.com/player/224129/tafari-moore/16/158127,T. Moore,Tafari Lalibela Moore,17,1997-07-05,173,66,England,Arsenal,59,67,150000,2000,RB,Right,1,2,2,Medium/Medium,Lean,No,,,RES,51.0,,2014-07-07,2016.0,,,69.0,32.0,42.0,60.0,60.0,50.0,,,,,,,,54+1,30+1,56+1,43+1,27+1,62+1,39+1,37+1,34+1,53+1,71-2,68-2,61,56+1,82,30+1,64,56,45+2,33+1,51+1,58+1,43+1,36+1,49+1,,55+4,64+3,67+4,16+1,14+1,9+1,7+1,10+1,46+0,46+0,46+0,51+0,48+0,48+0,48+0,51+0,48+0,48+0,48+0,52+0,47+0,47+0,47+0,52+0,58+0,52+0,52+0,52+0,58+0,59+0,57+0,57+0,57+0,59+0
222576,https://sofifa.com/player/222576/julio-jose-pleguezuelo-selva/16/158127,Julio Pleguezuelo,Julio José Pleguezuelo Selva,18,1997-01-26,175,70,Spain,Arsenal,58,71,200000,2000,RB,Right,1,2,2,High/Medium,Lean,No,,,RES,53.0,,2014-04-11,2016.0,,,68.0,35.0,44.0,59.0,58.0,58.0,,,,,,,,53+1,32+1,52+1,47+1,37+1,59+1,40+1,44+1,31+1,55+1,68,68-2,58,62+1,75+17,38+1,62,62,56+2,35+1,59+1,56+1,41+1,38+1,43+1,,57+4,60+3,60+4,14+1,15+1,8+1,11+1,9+1,48+0,48+0,48+0,52+0,49+0,49+0,49+0,52+0,49+0,49+0,49+0,52+0,48+0,48+0,48+0,52+0,58+0,53+0,53+0,53+0,58+0,58+0,57+0,57+0,57+0,58+0
222255,https://sofifa.com/player/222255/ryan-huddart/16/158127,R. Huddart,Ryan Huddart,18,1997-03-06,191,75,England,Arsenal,57,66,130000,2000,GK,Right,1,3,1,Medium/Medium,Normal,No,,,RES,43.0,,2014-03-07,2016.0,,,,,,,,,63.0,55.0,55.0,60.0,40.0,49.0,,13-12,19-6,14-11,23+1,12-13,17-8,21+1,15-10,18-7,27+1,39,40,32,58+1,46,21+1,52,32,59,20-5,19-6,24+1,12-13,12-13,32+1,,21+1,16-9,13-12,63+1,55+1,55+1,49+1,60+1,,,,,,,,,,,,,,,,,,,,,,,,,,
213655,https://sofifa.com/player/213655/alex-iwobi/16/158127,A. Iwobi,Alex Iwobi,19,1996-05-03,176,66,England,Arsenal,55,68,160000,3000,"CF, RW, LW",Right,1,3,3,Medium/Medium,Normal,No,,,RES,45.0,,2013-07-01,2016.0,,,77.0,49.0,42.0,62.0,19.0,53.0,,,,,,,,35,50,42,43,48,64,47,40,33,54,78,77,77,53,76,45,50,55,61,48,30,18,53,53,56,,15,18,16,14,7,12,14,11,53+0,53+0,53+0,56+0,55+0,55+0,55+0,56+0,54+0,54+0,54+0,54+0,46+0,46+0,46+0,54+0,39+0,35+0,35+0,35+0,39+0,37+0,32+0,32+0,32+0,37+0
