sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
167397,https://sofifa.com/player/167397/radamel-falcao-garcia-zarate/15/157759,Falcao,Radamel Falcao García Zárate,28,1986-02-10,177,72,Colombia,Manchester United,88,88,0,0,ST,Right,4,4,4,High/Medium,Normal,Yes,,#Aerial Threat,SUB,9.0,AS Monaco,,2015.0,ST,9.0,77.0,86.0,64.0,81.0,40.0,73.0,,,,,,,"Finesse Shot, Power Header",55,91-2,94-1,69,90-3,78,83,71,53,83-2,80,75-2,85,89-1,75,79-1,93,71,74,77-2,70,41,92-1,68,87,,25,42,25,10,13,6,9,5,86+2,86+2,86+2,76+2,83+2,83+2,83+2,76+2,79+2,79+2,79+2,73+2,69+2,69+2,69+2,73+2,58+2,60+2,60+2,60+2,58+2,56+2,55+2,55+2,55+2,56+2
183898,https://sofifa.com/player/183898/angel-di-maria/15/157759,A. Di María,Ángel Fabián Di María Hernández,26,1988-02-14,180,70,Argentina,Manchester United,86,88,0,0,"CAM, CM, RM",Left,4,2,4,High/High,Lean,Yes,,"#Speedster, #Dribbler, #Crosser, #Acrobat",LCM,7.0,,2014-08-27,2019.0,LM,7.0,90.0,79.0,83.0,87.0,57.0,71.0,,,,,,,"Diver, Avoids Using Weaker Foot, Dives Into Tackles (CPU AI Only), Flair",91+2,75+1,53,82+1,77,88+2,83-1,72+2,81-1,86+1,90,90,90,80+2,79,88,72,79,64,79+1,76,72+19,84+2,83-1,73,,42,63+1,61,10,7,11,12,11,79+2,79+2,79+2,86+2,82+2,82+2,82+2,86+2,84+2,84+2,84+2,85+2,81+2,81+2,81+2,85+2,75+2,73+2,73+2,73+2,75+2,70+2,64+2,64+2,64+2,70+2
54050,https://sofifa.com/player/54050/wayne-rooney/15/157759,W. Rooney,Wayne Mark Rooney,28,1985-10-24,176,83,England,Manchester United,86,86,0,0,"ST, CF, CAM",Right,4,4,3,High/High,Stocky,Yes,,"#Engine, #Distance Shooter, #Clinical Finisher",LS,10.0,,2004-08-31,2019.0,LS,10.0,76.0,87.0,80.0,83.0,44.0,87.0,,,,,,,"Leadership, Long Shot Taker (CPU AI Only)",78,86-1,80,77-7,89,83,84,79,85,85-1,74-1,77-2,77,84-2,77,91,80,89,85,85,89,39,85-1,83,81,,29,54,37,10,11,13,8,7,84+2,84+2,84+2,81+2,84+2,84+2,84+2,81+2,83+2,83+2,83+2,82+2,78+2,78+2,78+2,82+2,65+2,69+2,69+2,69+2,65+2,63+2,60+2,60+2,60+2,63+2
178088,https://sofifa.com/player/178088/juan-manuel-mata-garcia/15/157759,Juan Mata,Juan Manuel Mata García,26,1988-04-28,174,63,Spain,Manchester United,85,86,0,0,"CAM, RM",Left,3,3,4,Medium/Medium,Lean,Yes,,"#Playmaker  , #Acrobat",CAM,8.0,,2014-01-25,2018.0,,,74.0,75.0,84.0,87.0,31.0,60.0,,,,,,,"Finesse Shot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",83,77-2,66,86-1,71,85-1,82,81,78,88-1,83-2,66-7,90,87-1,89,74,72,79,52,72,52,39,84-3,88-1,71,,25,22,25,9,10,14,5,8,78+1,78+1,78+1,84+1,80+1,80+1,80+1,84+1,84+1,84+1,84+1,84+1,77+1,77+1,77+1,84+1,61+1,63+1,63+1,63+1,61+1,54+1,46+1,46+1,46+1,54+1
193080,https://sofifa.com/player/193080/david-de-gea-quintana/15/157759,De Gea,David De Gea Quintana,23,1990-11-07,193,82,Spain,Manchester United,83,87,0,0,GK,Right,3,3,1,Medium/Medium,Lean,Yes,,,GK,1.0,,2011-07-01,2016.0,SUB,13.0,,,,,,,87.0,75.0,86.0,88.0,53.0,76.0,Puncher,25,25,21,31,25,25,21,25,32,31,51,55,57,78,43,31,67,25,64,25,38,30,25,25,40,,25,21,25,87,75,86,76,88,,,,,,,,,,,,,,,,,,,,,,,,,,
167905,https://sofifa.com/player/167905/antonio-valencia/15/157759,A. Valencia,Luis Antonio Valencia Mosquera,28,1985-08-04,181,78,Ecuador,Manchester United,80,80,0,0,"RM, RWB",Right,3,2,4,Medium/High,Normal,Yes,,,SUB,25.0,,2009-06-30,2017.0,RM,16.0,85.0,67.0,77.0,79.0,47.0,75.0,,,,,,,"Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",83,62,65,78-2,69,81,68-13,65,72,78-2,84-1,86+3,79-2,78-4,74,81,63,82,73,63,73,42,73-4,78-2,69,,42,49,51,15,10,9,6,6,73+1,73+1,73+1,78+1,75+1,75+1,75+1,78+1,76+1,76+1,76+1,79+1,72+1,72+1,72+1,79+1,67+1,66+1,66+1,66+1,67+1,63+1,59+1,59+1,59+1,63+1
191740,https://sofifa.com/player/191740/ander-herrera-aguera/15/157759,Ander Herrera,Ander Herrera Agüera,24,1989-08-14,182,73,Spain,Manchester United,79,84,0,0,"CM, CAM",Right,2,4,4,High/Medium,Lean,Yes,,,RCM,21.0,,2014-06-26,2018.0,,,76.0,63.0,79.0,84.0,54.0,65.0,,,,,,,Diver,60+2,61,38,88,60,83,72,70,81,87,78,75,84,81,78,64+9,63,68,59+1,62,77,66,80,85,57,,47,60,48,9,12,15,9,8,68+0,68+0,68+0,78+0,74+0,74+0,74+0,78+0,81+0,81+0,81+0,79+0,79+0,79+0,79+0,79+0,69+0,73+0,73+0,73+0,69+0,64+0,60+0,60+0,60+0,64+0
194957,https://sofifa.com/player/194957/phil-jones/15/157759,P. Jones,Phil Jones,22,1992-02-21,183,71,England,Manchester United,79,84,0,0,"CB, RB, CM",Right,2,3,2,Medium/High,Normal,Yes,,,SUB,4.0,,2011-07-01,2016.0,LCB,6.0,66.0,55.0,65.0,61.0,80.0,80.0,,,,,,,"Injury Prone, Dives Into Tackles (CPU AI Only)",63,49,74,78,59,58,37,34,66,68-4,63-6,68-8,43-9,79,58,67,84,79-1,78,58,84+2,77,41,58,54,,82,83,79,9,7,5,15,10,61+0,61+0,61+0,62+0,62+0,62+0,62+0,62+0,62+0,62+0,62+0,65+0,68+0,68+0,68+0,65+0,74+0,75+0,75+0,75+0,74+0,77+0,79+0,79+0,79+0,77+0
190815,https://sofifa.com/player/190815/daley-blind/15/157759,D. Blind,Daley Blind,24,1990-03-09,180,72,Netherlands,Manchester United,79,83,0,0,"CDM, LB, CM",Left,3,3,3,Medium/High,Normal,No,,,CDM,17.0,,2014-09-01,2018.0,LWB,5.0,66.0,51.0,73.0,75.0,74.0,77.0,,,,,,,,62+7,41,66,82+1,48+4,72,64+2,54+17,75+2,79+1,68,64-1,73-1,83+2,72,67,66,92+6,73+1,51-3,73+1,79+2,67,74+1,55,,68,79,76,11,8,9,13,9,63+1,63+1,63+1,70+1,67+1,67+1,67+1,70+1,72+1,72+1,72+1,74+1,76+1,76+1,76+1,74+1,76+1,78+1,78+1,78+1,76+1,76+1,74+1,74+1,74+1,76+1
169588,https://sofifa.com/player/169588/jonny-evans/15/157759,J. Evans,Jonny Evans,26,1988-01-02,189,80,Northern Ireland,Manchester United,79,82,0,0,CB,Right,2,2,2,Low/Medium,Lean,No,,,RCB,6.0,,2006-01-01,2016.0,LCB,5.0,74.0,31.0,58.0,51.0,81.0,74.0,,,,,,,Dives Into Tackles (CPU AI Only),51,27,83,77,45,38,31,24,61,67,69+1,78+5,50,81,57,41,79,74,73,24,77,81,27,44,43,,78,83,79,11,15,15,14,7,50+0,50+0,50+0,54+0,49+0,49+0,49+0,54+0,52+0,52+0,52+0,58+0,61+0,61+0,61+0,58+0,71+0,73+0,73+0,73+0,71+0,77+0,79+0,79+0,79+0,77+0
201862,https://sofifa.com/player/201862/marcos-rojo/15/157759,M. Rojo,Faustino Marcos Alberto Rojo,24,1990-03-20,186,82,Argentina,Manchester United,79,82,0,0,"CB, LB",Left,3,3,2,Medium/Medium,Normal,No,,,LB,5.0,,2014-08-20,2019.0,LB,16.0,75.0,59.0,66.0,66.0,79.0,82.0,,,,,,,"Dives Into Tackles (CPU AI Only), Long Passer (CPU AI Only)",74+1,51-4,81+1,65-1,48,64+1,52,56,79+2,65,73+4,76+2,73+2,73,62,78,86,78+2,83+4,62,85,78,54,55-3,63,,77+1,81+2,78+1,6,7,11,14,9,65+1,65+1,65+1,66+1,65+1,65+1,65+1,66+1,63+1,63+1,63+1,68+1,68+1,68+1,68+1,68+1,74+1,74+1,74+1,74+1,74+1,76+1,78+1,78+1,78+1,76+1
176944,https://sofifa.com/player/176944/marouane-fellaini/15/157759,M. Fellaini,Marouane Fellaini-Bakkioui,26,1987-11-22,194,85,Belgium,Manchester United,79,80,0,0,"CDM, CM",Right,3,3,3,Medium/Medium,Lean,Yes,,"#Aerial Threat, #Strength",SUB,31.0,,2013-09-02,2018.0,,,64.0,71.0,73.0,71.0,75.0,88.0,,,,,,,Power Header,68,71-2,85-5,78,70-3,73-2,60,45,72,75-4,55-9,71-2,57,79,52-9,73-3,71,86,91,71-1,87,77,74-3,78-2,63,,71-2,77-2,67-2,7,5,8,14,15,74+1,74+1,74+1,72+1,74+1,74+1,74+1,72+1,74+1,74+1,74+1,73+1,76+1,76+1,76+1,73+1,74+1,78+1,78+1,78+1,74+1,76+1,77+1,77+1,77+1,76+1
21146,https://sofifa.com/player/21146/michael-carrick/15/157759,M. Carrick,Michael Carrick,32,1981-07-28,188,74,England,Manchester United,79,79,0,0,"CM, CDM",Right,3,3,2,Low/Medium,Normal,Yes,,,SUB,16.0,,2006-08-31,2015.0,,,60.0,69.0,79.0,72.0,75.0,68.0,,,,,,,"Long Passer (CPU AI Only), Playmaker (CPU AI Only)",72,63,73,86,67,71,64,75,85-1,79-3,53,65,58,80,63,78,72,74,64,73,67,83-2,61-4,76-3,77,,71,74,72,13,12,11,15,9,69+1,69+1,69+1,71+1,72+1,72+1,72+1,71+1,74+1,74+1,74+1,74+1,78+1,78+1,78+1,74+1,75+1,78+1,78+1,78+1,75+1,75+1,73+1,73+1,73+1,75+1
152908,https://sofifa.com/player/152908/ashley-young/15/157759,A. Young,Ashley Young,28,1985-07-09,175,65,England,Manchester United,78,78,0,0,"LM, LWB",Right,3,3,4,High/Medium,Lean,Yes,,,SUB,18.0,,2011-07-01,2016.0,,,86.0,73.0,75.0,81.0,34.0,53.0,,,,,,,"Diver, Avoids Using Weaker Foot, Early Crosser, Technical Dribbler (CPU AI Only)",80,72,40,73,74,82,82,77,69,79-1,88-2,84-2,84,74-2,83,76,57,69-4,48,75,45,46,69-4,78-2,70,,24,29,50,15,9,14,15,14,71+1,71+1,71+1,78+1,74+1,74+1,74+1,78+1,76+1,76+1,76+1,77+1,69+1,69+1,69+1,77+1,61+1,58+1,58+1,58+1,61+1,54+1,45+1,45+1,45+1,54+1
189681,https://sofifa.com/player/189681/rafael-pereira-da-silva/15/157759,Rafael,Rafael Pereira da Silva,23,1990-07-09,172,78,Brazil,Manchester United,77,82,0,0,RB,Right,2,4,3,High/Medium,Normal,Yes,,,RB,2.0,,2008-07-01,2016.0,,,83.0,56.0,71.0,77.0,76.0,77.0,,,,,,,"Dives Into Tackles (CPU AI Only), Flair",76,48,61,78,58,73,70,50,68,80-1,84,82,84,77,83,63,76,83,72,63,83,74,59,62,57,,77,79,80,13,6,5,11,7,65+0,65+0,65+0,74+0,67+0,67+0,67+0,74+0,70+0,70+0,70+0,75+0,72+0,72+0,72+0,75+0,78+0,75+0,75+0,75+0,78+0,77+0,76+0,76+0,76+0,77+0
135043,https://sofifa.com/player/135043/anders-lindegaard/15/157759,A. Lindegaard,Anders Lindegaard,30,1984-04-13,193,79,Denmark,Manchester United,77,77,0,0,GK,Right,2,3,1,Medium/Medium,Lean,No,,,SUB,13.0,,2011-01-04,2016.0,,,,,,,,,82.0,76.0,74.0,79.0,51.0,74.0,,25,25,25,25,25,25,25,25,27,34,47,55-7,59-2,71,56,27,74,45,72,25,33,22,25,20-12,41,,25,25,25,82,76,74,74,79,,,,,,,,,,,,,,,,,,,,,,,,,,
189881,https://sofifa.com/player/189881/chris-smalling/15/157759,C. Smalling,Chris Smalling,24,1989-11-22,192,81,England,Manchester United,76,81,0,0,"CB, RB",Right,2,3,2,Medium/Medium,Normal,Yes,,,SUB,12.0,,2010-07-01,2016.0,,,78.0,28.0,54.0,60.0,80.0,74.0,,,,,,,Injury Prone,51,22,79,67,23,59,25,21,55,63,75,80+2,51,77,45,41,68,75,73,25,75,78,21,48,51,,79,82,78,9,14,15,14,14,48+0,48+0,48+0,55+0,49+0,49+0,49+0,55+0,51+0,51+0,51+0,59+0,59+0,59+0,59+0,59+0,71+0,70+0,70+0,70+0,71+0,75+0,76+0,76+0,76+0,75+0
208330,https://sofifa.com/player/208330/adnan-januzaj/15/157759,A. Januzaj,Adnan Januzaj,19,1995-02-05,180,75,Belgium,Manchester United,75,87,0,0,"LM, RM, CAM",Left,1,4,4,Medium/Medium,Lean,Yes,,,SUB,11.0,,2012-02-01,2018.0,SUB,20.0,82.0,63.0,72.0,81.0,22.0,50.0,,,,,,,"Diver, Flair, Technical Dribbler (CPU AI Only)",69+1,65+2,22,74+1,66,83+2,69,64,72+1,80+2,86,79+5,83,68+2,81-4,57,61,55+1,54+22,66,30,20,67+1,76,59,,25,21,21,14,9,10,11,6,64+0,64+0,64+0,75+0,69+0,69+0,69+0,75+0,74+0,74+0,74+0,75+0,65+0,65+0,65+0,75+0,52+0,52+0,52+0,52+0,52+0,42+0,35+0,35+0,35+0,42+0
205988,https://sofifa.com/player/205988/luke-shaw/15/157759,L. Shaw,Luke Shaw,18,1995-07-12,185,75,England,Manchester United,75,86,0,0,LB,Left,2,2,2,High/Medium,Normal,Yes,,,SUB,3.0,,2014-06-27,2018.0,SUB,21.0,82.0,39.0,68.0,76.0,75.0,73.0,,,,,,,Avoids Using Weaker Foot,75,31,64+2,74+4,30,78,62,57,63+2,75,79-6,84-1,79,74+1,64,49,63,75,77-2,41,63,76,63,60,52,,75,78+1,76+1,9,11,12,6,6,58+0,58+0,58+0,71+0,62+0,62+0,62+0,71+0,66+0,66+0,66+0,73+0,69+0,69+0,69+0,73+0,76+0,72+0,72+0,72+0,76+0,75+0,73+0,73+0,73+0,75+0
138782,https://sofifa.com/player/138782/darren-fletcher/15/157759,D. Fletcher,Darren  Fletcher,30,1984-02-01,184,74,Scotland,Manchester United,75,75,0,0,"CM, CDM",Right,2,3,2,Medium/High,Lean,Yes,,,SUB,24.0,,2001-02-03,2015.0,LDM,14.0,56.0,67.0,75.0,67.0,82.0,75.0,,,,,,,"Injury Prone, Dives Into Tackles (CPU AI Only), One Club Player",71-6,64,85,85,59,64,64,46,78,74-2,59,54,62,79,59,76,69,76,69,72,89,83,56,67,61,,80,83,77,9,15,6,9,8,68+0,68+0,68+0,68+0,70+0,70+0,70+0,68+0,70+0,70+0,70+0,70+0,75+0,75+0,75+0,70+0,76+0,79+0,79+0,79+0,76+0,79+0,80+0,80+0,80+0,79+0
167963,https://sofifa.com/player/167963/anderson-luis-de-abreu-oliveira/15/157759,Anderson,Anderson Luis de Abreu Oliveira,26,1988-04-13,176,69,Brazil,Manchester United,73,77,0,0,CM,Left,2,2,3,Medium/Medium,Normal,Yes,,,RES,28.0,,2007-07-01,2015.0,,,76.0,62.0,74.0,77.0,66.0,69.0,,,,,,,"Injury Prone, Avoids Using Weaker Foot",70,59,69,78-4,52,76-6,80,53-2,75-2,78-6,77,76,79,73,78,74-4,75,71,68,59-1,67,64,70-4,73-3,61,,63,69,66,11,10,12,7,11,69+0,69+0,69+0,73+0,71+0,71+0,71+0,73+0,73+0,73+0,73+0,75+0,73+0,73+0,73+0,75+0,71+0,71+0,71+0,71+0,71+0,69+0,68+0,68+0,68+0,69+0
207494,https://sofifa.com/player/207494/jesse-lingard/15/157759,J. Lingard,Jesse Lingard,21,1992-12-15,168,65,England,Manchester United,68,77,0,0,"CAM, LM, LW",Right,1,3,3,Medium/Medium,Lean,No,,,RES,35.0,,2010-07-01,2015.0,,,78.0,61.0,64.0,69.0,31.0,44.0,,,,,,,,52,69,50,71,43,68,51,53,64,70,81,76,72,62,82,52,74,55,34-10,53,48,29,67+3,71,62,,28,31,24,13,9,7,12,8,62+0,62+0,62+0,67+0,65+0,65+0,65+0,67+0,68+0,68+0,68+0,66+0,61+0,61+0,61+0,66+0,50+0,51+0,51+0,51+0,50+0,45+0,40+0,40+0,40+0,45+0
173531,https://sofifa.com/player/173531/ben-amos/15/157759,B. Amos,Ben  Amos,24,1990-04-10,193,76,England,Manchester United,65,71,0,0,GK,Right,1,2,1,Medium/Medium,Normal,No,,,RES,40.0,,2008-07-01,2015.0,,,,,,,,,64.0,67.0,66.0,70.0,47.0,60.0,Puncher,25,25,25,25,25,25,25,25,25,22,50,45,54,57,52,25,57,25,62,25,27,22,25,25,25,,25,25,25,64,67,66,60,70,,,,,,,,,,,,,,,,,,,,,,,,,,
206094,https://sofifa.com/player/206094/marnick-vermijl/15/157759,M. Vermijl,Marnick Vermijl,22,1992-01-13,180,76,Belgium,Manchester United,65,71,0,0,"RB, LB",Right,1,2,2,Medium/High,Normal,No,,,RES,36.0,,2010-07-01,2015.0,,,76.0,40.0,52.0,64.0,65.0,68.0,,,,,,,Long Throw-in,61-6,39,57,55-7,27,64,39,34,40-16,66,76,76,60,68,64,44,62,68,65,37,78,63,58,53+4,49,,64,68,66,12,10,9,11,6,54+0,54+0,54+0,61+0,56+0,56+0,56+0,61+0,57+0,57+0,57+0,61+0,57+0,57+0,57+0,61+0,65+0,61+0,61+0,61+0,65+0,65+0,65+0,65+0,65+0,65+0
203265,https://sofifa.com/player/203265/tyler-blackett/15/157759,T. Blackett,Tyler  Blackett,20,1994-04-02,188,87,England,Manchester United,64,73,0,0,"CB, LB",Left,1,3,2,Medium/Medium,Normal,No,,,LCB,42.0,,2012-07-01,2020.0,,,72.0,38.0,61.0,51.0,62.0,70.0,,,,,,,"Long Throw-in, Long Passer (CPU AI Only)",64,23,63,71+15,33,46,64,64,63+3,61+7,67,76+7,47-9,65+10,38-11,55,64,64,73,57,71,63+13,32,37,44,,59+3,64+9,61+8,14,10,14,7,13,48+0,48+0,48+0,55+0,51+0,51+0,51+0,55+0,51+0,51+0,51+0,58+0,57+0,57+0,57+0,58+0,62+0,63+0,63+0,63+0,62+0,64+0,64+0,64+0,64+0,64+0
213642,https://sofifa.com/player/213642/james-wilson/15/157759,J. Wilson,James Wilson,18,1995-12-01,184,82,England,Manchester United,63,81,0,0,ST,Left,1,4,2,Medium/Medium,Lean,No,,,RES,49.0,,2012-12-01,2015.0,,,78.0,62.0,52.0,61.0,26.0,59.0,,,,,,,,44,66+4,56,58,53+10,61+1,45,41,49,61+2,79,78,57,62+7,69,58+13,63,69-1,65,56+7,31,21,65+6,57,66,,25,22,23,8,14,13,7,15,63+0,63+0,63+0,60+0,62+0,62+0,62+0,60+0,61+0,61+0,61+0,59+0,54+0,54+0,54+0,59+0,45+0,46+0,46+0,46+0,45+0,41+0,38+0,38+0,38+0,41+0
206075,https://sofifa.com/player/206075/sam-johnstone/15/157759,S. Johnstone,Sam Johnstone,21,1993-03-25,194,86,England,Manchester United,62,72,0,0,GK,Right,1,2,1,Medium/Medium,Normal,No,,,RES,50.0,,2011-07-01,2017.0,,,,,,,,,68.0,54.0,52.0,71.0,35.0,58.0,,25,25,25,26,25,25,25,25,34,25,33,36,37,53,27,23,45,21,60,25,23,25,25,25,41,,25,25,25,68,54,52,58,71,,,,,,,,,,,,,,,,,,,,,,,,,,
201911,https://sofifa.com/player/201911/will-keane/15/157759,W. Keane,Will Keane,21,1993-01-11,187,72,England,Manchester United,60,71,0,0,"ST, CF, CAM",Right,1,3,3,Medium/Medium,Lean,No,,,RES,48.0,,2010-01-01,2019.0,,,67.0,61.0,50.0,65.0,33.0,52.0,,,,,,,,37,64,56,63,51,63,43,46,42,67,68,67,74,52,63,60,59,53,56,56,39,38,56,48,66,,31,27,25,9,10,14,10,5,60+0,60+0,60+0,58+0,60+0,60+0,60+0,58+0,60+0,60+0,60+0,56+0,52+0,52+0,52+0,56+0,46+0,47+0,47+0,47+0,46+0,43+0,41+0,41+0,41+0,43+0
206091,https://sofifa.com/player/206091/tom-thorpe/15/157759,T. Thorpe,Tom Thorpe,21,1993-01-13,188,80,England,Manchester United,60,69,0,0,"CB, CDM",Right,1,2,2,Medium/Medium,Lean,No,,,RES,39.0,,2010-01-01,2020.0,,,59.0,31.0,43.0,44.0,60.0,67.0,,,,,,,,33,22,63,56,32,38,27,42,44,42,64,55-7,58,56,66,42,71,68,68,42+3,60,57,20,33,43,,58,64,61,9,13,10,8,8,40+0,40+0,40+0,42+0,41+0,41+0,41+0,42+0,41+0,41+0,41+0,44+0,46+0,46+0,46+0,44+0,54+0,54+0,54+0,54+0,54+0,57+0,60+0,60+0,60+0,57+0
211514,https://sofifa.com/player/211514/reece-james/15/157759,R. James,Reece James,20,1993-11-07,168,71,England,Manchester United,56,67,0,0,LB,Left,1,3,2,Medium/Medium,Normal,No,,,RES,41.0,,2012-07-01,2020.0,,,59.0,39.0,48.0,59.0,57.0,48.0,,,,,,,,61,36+5,53,52+18,37+7,64,40,37,34,49+2,66,54,59,61+3,70,38+9,60,63,44-5,41+6,34,58,48,43,53,,54+2,61+5,56+2,5,9,9,8,8,48+0,48+0,48+0,55+0,49+0,49+0,49+0,55+0,50+0,50+0,50+0,54+0,51+0,51+0,51+0,54+0,58+0,51+0,51+0,51+0,58+0,56+0,53+0,53+0,53+0,56+0
208450,https://sofifa.com/player/208450/andreas-pereira/15/157759,A. Pereira,Andreas Hoelgebaum Pereira,18,1996-01-01,177,66,Belgium,Manchester United,55,78,0,0,"CAM, CM",Right,1,4,3,High/Medium,Lean,No,,,SUB,44.0,,2013-01-01,2016.0,,,65.0,44.0,55.0,62.0,27.0,42.0,,,,,,,,52,42,23,53,47,59,47,64,56,63,68,62,74,48,78,40,73,59,33-2,51,33,36,41,62,47,,24,26,27,14,13,6,9,6,46+0,46+0,46+0,56+0,50+0,50+0,50+0,56+0,55+0,55+0,55+0,57+0,52+0,52+0,52+0,57+0,46+0,45+0,45+0,45+0,46+0,40+0,34+0,34+0,34+0,40+0
213693,https://sofifa.com/player/213693/joe-rothwell/15/157759,J. Rothwell,Joe Rothwell,19,1995-01-11,185,77,England,Manchester United,49,55,0,0,CM,Right,1,2,2,Medium/Medium,Lean,No,,,RES,46.0,,2014-07-31,2015.0,,,65.0,41.0,55.0,54.0,37.0,42.0,,,,,,,,44,42,41,63,38,53,41,42,60,50,60,69,64,53,64,51,54,40,42,30,42,23,41,54,44,,38,41,42,13,7,12,14,8,46+0,46+0,46+0,52+0,48+0,48+0,48+0,52+0,52+0,52+0,52+0,53+0,49+0,49+0,49+0,53+0,46+0,46+0,46+0,46+0,46+0,43+0,42+0,42+0,42+0,43+0
177358,https://sofifa.com/player/177358/morgan-schneiderlin/15/157759,M. Schneiderlin,Morgan Schneiderlin,24,1989-11-08,181,75,France,Southampton,80,84,0,0,"CDM, CM",Right,2,3,2,Medium/High,Normal,Yes,,,CDM,4.0,,2008-06-01,2017.0,SUB,22.0,68.0,63.0,71.0,72.0,78.0,81.0,,,,,,,Dives Into Tackles (CPU AI Only),55,64,60,82,50,71+2,54,54,81+5,74+1,72-1,64-9,70+2,78+3,66,71,75+6,90,76,56,85,83,67+2,70,56,,74+6,83,79+1,6,11,12,14,7,67+0,67+0,67+0,69+0,69+0,69+0,69+0,69+0,72+0,72+0,72+0,72+0,76+0,76+0,76+0,72+0,76+0,80+0,80+0,80+0,76+0,77+0,77+0,77+0,77+0,77+0
199434,https://sofifa.com/player/199434/dusan-tadic/15/157759,D. Tadić,Dušan Tadić,25,1988-11-20,181,76,Serbia,Southampton,80,82,0,0,"CAM, LW, LM",Left,2,2,4,Medium/Medium,Normal,No,,,LM,11.0,,2014-07-08,2018.0,,,74.0,69.0,80.0,82.0,36.0,67.0,,,,,,,"Injury Free, Avoids Using Weaker Foot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",75-11,66-5,62+11,82+2,72-1,82,82-2,75-1,75-9,83-1,77,72,81-1,82+4,77,73+1,65-6,78-4,67+2,65-1,55,30,75+2,88+1,84-1,,39,33,25,10,10,13,8,15,73+0,73+0,73+0,78+0,75+0,75+0,75+0,78+0,80+0,80+0,80+0,80+0,73+0,73+0,73+0,80+0,60+0,63+0,63+0,63+0,60+0,54+0,49+0,49+0,49+0,54+0
184087,https://sofifa.com/player/184087/toby-alderweireld/15/157759,T. Alderweireld,Toby Alderweireld,25,1989-03-02,187,80,Belgium,Southampton,78,82,0,0,CB,Right,2,3,2,Medium/Medium,Normal,No,,,LCB,17.0,Atlético Madrid,,2015.0,RB,2.0,64.0,58.0,64.0,62.0,79.0,79.0,,,,,,,"Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",58,44,77,76+2,37,59,54,64,77,67,61,66+3,57-1,77,49,85,78,74,81,67,78,78,55,43-20,59,,79,80,77,15,5,13,15,13,63+0,63+0,63+0,62+0,64+0,64+0,64+0,62+0,62+0,62+0,62+0,64+0,68+0,68+0,68+0,64+0,72+0,74+0,74+0,74+0,72+0,75+0,78+0,78+0,78+0,75+0
164376,https://sofifa.com/player/164376/graziano-pelle/15/157759,G. Pellè,Graziano Pellè,28,1985-07-15,194,84,Italy,Southampton,77,77,0,0,ST,Right,2,4,2,Medium/Low,Normal,No,,"#Aerial Threat, #Strength",ST,19.0,,2014-07-12,2017.0,,,56.0,76.0,57.0,66.0,34.0,79.0,,,,,,,Power Header,43,79-6,90,61-12,76-1,63,55,39,59+11,74-1,54+2,58+1,64-1,82+5,34-2,79+2,74+1,70,91,68-2,61,24,84+2,68,64-3,,25,32,32,14,11,13,12,8,77+0,77+0,77+0,64+0,74+0,74+0,74+0,64+0,71+0,71+0,71+0,64+0,63+0,63+0,63+0,64+0,50+0,55+0,55+0,55+0,50+0,50+0,52+0,52+0,52+0,50+0
105846,https://sofifa.com/player/105846/artur-boruc/15/157759,A. Boruc,Artur Boruc,34,1980-02-20,193,87,Poland,Southampton,76,76,0,0,GK,Right,2,3,1,Medium/Medium,Stocky,Yes,,,SUB,31.0,,2012-09-01,2015.0,SUB,12.0,,,,,,,81.0,71.0,61.0,82.0,44.0,73.0,GK Long Throw,25,25,25,24,25,25,25,25,33,26,41,46,40,71,40,38,75,31,69,25,37,24,25,25,40,,25,25,25,81,71,61,73,82,,,,,,,,,,,,,,,,,,,,,,,,,,
